query_id,query_title_id,v1_unigrams_wmd,v1_unigrams_norm-wmd,v1_unigrams_q-skew,v1_unigrams_t-skew,v1_unigrams_q-kurtosis,v1_unigrams_t-kurtosis,v1_unigrams_cosine-distance,v1_unigrams_canberra-distance,v1_unigrams_cityblock-distance,v1_unigrams_euclidean-distance,v1_unigrams_minkowski-distance,v1_unigrams_braycurtis-distance
661,7,0.06322843427721236,0.09820893010597577,-0.24208764354431236,-0.2202097251120117,0.0036818232678865748,-0.041639108951250225,0.9952895583906426,70.0867959434661,0.6475474454701076,0.05762620071891014,0.027852209029566786,0.3372348328709909
677,2,0.3983046284121541,0.2735118455400957,-0.22659629577129306,-0.2054760350707243,0.017343093448174418,-0.062053938379350804,0.9664123472829769,165.99599145107697,4.494737735028524,0.3973229653193123,0.19204285251406464,0.8390493016313728
470,1,0.04638639271623641,0.4519237122533321,-0.17579169356338703,-0.17780193983103712,-0.10554647599728284,-0.04688165457087745,0.9867778007298387,50.50580498117939,0.29526298939417756,0.026596443533282197,0.012921633777401742,0.1975927270766864
330,4,0.5838686263864536,0.5194624449212272,-0.4601436599789183,-0.21457106990054065,0.1568159867027803,-0.03982306111945011,0.8423271336467502,180.86888147150444,5.6933765199893775,0.5041885303217892,0.24387633248128793,0.9400585802595451
422,1,0.6234495386883666,0.13948422880851985,-0.2021830290007723,-0.21656678624697098,-0.05139173333310687,-0.04736045657523791,0.999541678103305,60.82440722469367,3.5141889537497266,0.31138695620328793,0.1507946496660126,0.29532922075961
266,10,0.5961862849906397,0.1637731119579429,-0.20924965907256726,-0.2130146750243876,-0.05213475949409396,-0.05099396272037282,0.9886252988494032,161.79777780514382,6.735954741097885,0.5959780312694539,0.2882896798418665,0.8158094834896935
580,2,0.2702950480077006,0.13614841001258204,-0.20908213407190515,-0.21932396604986149,-0.06509725476229189,-0.05141072829853233,0.9993218913495785,86.71456879798419,2.928139104170208,0.2589868283124367,0.1253840087426771,0.42341227088252875
170,2,0.500143147597943,0.28381342455114467,-0.09977539163683515,-0.2166544983725476,-0.023076493600363346,-0.053180092825733105,0.9802529910560484,165.76412164245608,5.097297879530288,0.45061161894369706,0.21801094138428498,0.8182015016726935
666,6,100.0,100.0,0.0,-0.21630778085270286,-3.0,-0.044828695114285555,0.0,200.0,10.04052478770453,0.8887176543409059,0.43005797684254515,1.0
463,11,100.0,100.0,0.0,-0.21770676859840568,-3.0,-0.14627424002300105,0.0,200.0,0.6544975236743085,0.05753187991199278,0.027685766579198433,1.0
222,3,0.3177788954185775,0.03794449054131872,-0.20203624757787525,-0.2113276182642675,-0.06309413580729917,-0.0507254151748362,0.9999072530610504,50.60298910264508,3.5713923121805546,0.3164674526762321,0.15324290431944337,0.2523711149342735
29,3,100.0,100.0,0.0,-0.2156450366467066,-3.0,-0.04476421375675921,0.0,200.0,5.900961075680243,0.5221690418372749,0.25267002513369846,1.0
166,5,0.3770879805088043,0.06120341643691063,-0.2027195030250487,-0.22162104219924159,-0.05344604374213535,-0.057782185365486516,0.994656664354326,124.6391952050429,3.1610877420777492,0.2795061841085916,0.13518066015636818,0.6214563699833245
438,7,100.0,100.0,0.0,-0.21837580219893254,-3.0,-0.04508393743874306,0.0,200.0,21.930893488693982,1.9422340200078627,0.9399419588125226,1.0
19,4,0.22503794515366563,0.1350914352525294,-0.2099609791133196,-0.21477791628668616,-0.05180330570984237,-0.033660484308970506,0.9993029590152188,32.82817936576514,1.0589167599808371,0.09437331111496977,0.04584419745331526,0.13566990752646105
482,2,0.6522311100824278,0.5625111241045069,-0.20342479795047808,-0.20844876908115217,-0.44122299979950697,-0.05897749496880689,0.8314030274576072,186.61681335440824,6.849317706265916,0.6062511283760675,0.2933435036351438,0.9511325220393617
266,17,0.5972769692623615,0.17515740351235864,-0.20924965907256726,-0.21412573677209926,-0.05213475949409396,-0.04218491401381819,0.988679945639835,160.10845782616857,6.531142189982596,0.5784036496265167,0.27992632973307674,0.8110971129183111
535,5,0.299453067248377,0.3336445023029832,-0.22683200989407293,-0.20516735044842796,0.010247734712474532,-0.0683996888886238,0.9952798541505904,110.68121987456803,2.3497568046135973,0.20700338928234518,0.0999105298033228,0.5297145980542793
628,6,0.18389328241874575,0.144312138766104,-0.25047908537812097,-0.21131739870790475,0.10367174928129597,-0.0006245745192701158,0.9911002895090035,120.40976929041926,1.7468997851391728,0.15522983250207947,0.07520043515081162,0.5953416665292246
636,1,0.6820564458752938,0.7255546574002782,0.02380686823236166,-0.21710428794064496,-0.08700483853858998,-0.04700549966240031,0.8189693197649538,185.5676501510653,7.152330006992765,0.6334303751008565,0.30651337669446127,0.959797984676728
149,2,0.7865958968503649,0.4178893441902809,-0.3010832740133612,-0.21306127253619234,0.2329132705322956,-0.037728063841263815,0.915853052085916,183.72289020357,7.785133583919106,0.689295193856031,0.33342504096510905,0.9402319259101901
506,17,0.6024976077521097,0.1693959242852463,-0.21393575037613272,-0.21453744821848106,0.011074686436382208,-0.05466608522449734,0.993943502933188,152.07934121400316,6.21575376499767,0.5496174420391462,0.26573763579639165,0.7682575245047849
446,11,0.5283511408282757,0.19230671895183327,-0.14273083462625955,-0.21722377909254084,-0.14880218213129748,-0.05774261248926793,0.9792415392387006,164.47437964170769,5.095559658819336,0.4506800015904288,0.21805335753514204,0.8294901128105991
87,2,100.0,100.0,0.0,-0.21790817964462503,-3.0,-0.044702825004726776,0.0,200.0,9.532302361706025,0.844080779498386,0.40850357250859826,1.0
84,11,0.9186605202966274,0.5195752440593611,-0.038525270209039196,-0.21877730736453,0.21230617131413254,-0.03932183970234693,0.842300464336761,189.6484769293687,9.155320306402814,0.8101611830566737,0.39197477310147094,0.965173446588888
559,3,100.0,100.0,0.0,-0.20389138770518558,-3.0,-0.046732442346014924,0.0,200.0,6.715802534412068,0.5943110934606722,0.2875517384569339,1.0
395,2,0.5884188897566692,0.1839837247642766,-0.21506124486117548,-0.21421262023195864,-0.0768611975984701,-0.05093828346688056,0.9985290528317488,132.2363714256387,6.503910905575594,0.5754608636755925,0.2784755544798868,0.6510420192523215
34,4,0.6753612792330086,0.35283037200155853,-0.1285940110698633,-0.20956581227898588,-0.1803471225843194,-0.04845905869562639,0.97948048636237,170.6858908388303,6.937188470540454,0.6147697653221971,0.2976163761228727,0.864574385555784
453,2,0.3424373150744324,0.3950387474916359,-0.20740339058926563,-0.208057433981924,-0.07700769130968199,-0.05567271779947891,0.9616689769421954,160.62789414186216,3.3988257348785607,0.30075247337248556,0.14547934077561842,0.8170070273255404
267,6,0.6175185708233041,0.41595178231208296,-0.1541519390420277,-0.2092198193914823,-0.15542050664677998,-0.05234791567348518,0.9564275903511635,179.45278449066547,6.337448119282999,0.5611097568878854,0.2715184412037031,0.9068315798604694
104,5,0.6685176742392592,0.23102553260766873,-0.21754977043115362,-0.21650911119796648,0.003484416984032457,-0.04851877014280381,0.999064420668952,122.21554886251882,7.322547248415917,0.6480424598222251,0.31331198236924496,0.6240890232133933
723,6,100.0,100.0,0.0,-0.2135470397156606,-3.0,-0.059012443706968565,0.0,200.0,7.333044844122014,0.6488040297078247,0.3137916964775761,1.0
515,3,0.1660860740314424,0.19304584539096056,-0.24032177201224533,-0.2120551316475482,-0.018628144278979963,-0.03702417279427861,0.9987413603643633,67.47584613228315,1.914722451894583,0.16883481311478163,0.08159066325235753,0.3163568934034481
443,10,0.2923293156279599,0.22312022490961936,-0.13244601437425743,-0.20712367582691749,-0.085553915156233,-0.08169895898540025,0.9741437712661635,150.0279000347083,3.2077964053949586,0.28370554515475976,0.13709991140616987,0.7650622357273874
487,8,100.0,100.0,0.0,-0.21096706593392336,-3.0,-0.047001007381079596,0.0,200.0,6.512914431559693,0.576589148523799,0.2790067917623116,1.0
454,1,0.6216136314153334,0.2257457650405539,-0.24226321066513493,-0.21594733748120162,-0.022198708819902713,-0.04625755384119534,0.9835250087833974,171.4140383310915,6.631077867224311,0.5868185706924688,0.2839350887457704,0.8514175298352339
40,3,0.6527712264375687,0.21229094499349593,-0.21440250326497004,-0.21186404956536065,-0.10100228853065607,-0.04501963311214974,0.9975082387262988,140.85370522026034,6.9337887231680115,0.6141424905410736,0.29729499809796106,0.7067859982511037
104,2,0.16810811636228573,0.2424144294985423,-0.21754977043115362,-0.21003766532233767,0.003484416984032457,-0.06890254923740091,0.9990457967506269,66.818395877652,2.0703826210525715,0.18223406058770852,0.08777297168128585,0.31976098449734497
354,2,100.0,100.0,0.0,-0.2126870850478337,-3.0,-0.05589354709939265,0.0,200.0,7.634699685382999,0.6759666973934718,0.32698018547199204,1.0
501,9,0.27471876523229943,0.14538193461271978,-0.20862585082463933,-0.21600117913659964,-0.07244831058085088,-0.042310167008111854,0.9984115454664756,87.91636414071681,2.9426093970967786,0.26123308755743296,0.12656340744058178,0.43767482827604515
430,3,0.37334505294338144,0.19924117226331836,-0.21579723465314193,-0.21141560917879662,-0.09232077573753505,-0.05908618706154645,0.9987302211390434,100.88797570545447,3.8939773161678963,0.3450403239164347,0.16698252878879818,0.5106252371573106
386,2,0.17401252952124924,0.256665330389142,-0.17115658684666407,-0.2086912847980803,-0.06973598397731795,-0.06151525908794575,0.9890953115948086,116.4099850856752,1.894102420854324,0.1672874461694083,0.08089076609193953,0.5755321667416107
490,6,0.06401018601546525,0.14144092265496958,-0.21412593755478124,-0.21704729515161683,-0.06969441695153122,-0.03612743429458387,0.9991837828476916,13.947201889569106,0.10524967617220682,0.009412475102788797,0.004540456474668992,0.020566613354511834
189,8,0.9043963020536689,0.47984615438287087,-0.19091250122432926,-0.21315533494834743,0.020059301024740517,-0.04790467216168581,0.9352429217643573,186.46843329292795,9.256916837679455,0.8199225020787984,0.3968175300938505,0.9416040932054842
